ENSG	WT1	WT2	WT3	KO1	KO2	KO3	Symbol
ENSMUSG00000049036	59	44	42	13	28	27	Tmem121
ENSMUSG00000049037	152	135	154	71	143	160	Clec4a1
ENSMUSG00000097104	5	5	2	24	30	14	Gm26579
ENSMUSG00000086760	0	2	0	0	3	1	1700025D23Rik
ENSMUSG00000086765	19	25	15	11	7	16	Gm11827
ENSMUSG00000021810	817	831	858	850	1249	1145	Ecd
ENSMUSG00000011267	357	165	229	200	303	249	Zfp296
ENSMUSG00000086798	5	1	3	4	6	1	Gm16222
ENSMUSG00000078816	53	61	48	29	57	33	Prkcg
ENSMUSG00000079012	2	3	1	3	1	1	Serpina3m
ENSMUSG00000107068	252	190	207	145	266	178	Pagr1a
ENSMUSG00000078815	434	206	287	76	146	179	Cacng6
ENSMUSG00000078812	18945	12943	16241	14057	19786	17820	Eif5a
ENSMUSG00000078813	212	168	199	148	237	183	Leng1
ENSMUSG00000078810	0	0	0	0	1	0	Gp6
ENSMUSG00000099759	5	3	5	6	27	4	1700030C10Rik
ENSMUSG00000048787	997	824	610	919	1237	692	Dcun1d3
ENSMUSG00000033308	82	74	74	96	119	68	Dpyd
ENSMUSG00000036151	16	14	17	22	21	13	Tm6sf2
ENSMUSG00000033306	2051	2018	1933	2236	2568	1568	Lpp
ENSMUSG00000002204	70	53	79	59	86	105	Napsa
ENSMUSG00000002205	541	418	439	281	429	355	Vrk3
ENSMUSG00000036155	577	563	534	440	576	482	Mgat5
ENSMUSG00000021815	64	64	47	64	72	34	Mss51
ENSMUSG00000021816	2303	1874	1565	1321	2324	1547	Ppp3cb
ENSMUSG00000024446	288	215	238	168	266	230	Rpp21
ENSMUSG00000088901	12	13	5	5	8	5	Mir1943
ENSMUSG00000074637	118	49	47	20	42	35	Sox2
ENSMUSG00000088907	0	1	1	0	0	0	Gm25437
ENSMUSG00000088906	0	0	0	1	0	0	Gm25438
ENSMUSG00000050296	2903	2941	3894	13228	14178	5725	Abca12
ENSMUSG00000050295	1967	1178	1466	561	1380	905	Foxc1
ENSMUSG00000086509	3	1	0	2	0	0	Nkx2-2os
ENSMUSG00000032878	143	139	101	41	78	60	Ccdc85a
ENSMUSG00000032060	6145	3534	3822	1156	2247	2827	Cryab
ENSMUSG00000032875	2534	1812	1933	969	1903	1669	Arhgef17
ENSMUSG00000086501	2	1	0	0	0	0	4930597A21Rik
ENSMUSG00000032870	2091	1248	1262	860	1458	1266	Smap2
ENSMUSG00000038463	1352	1258	1339	545	938	1148	Olfml2b
ENSMUSG00000038462	5358	3297	3888	2267	3149	3196	Uqcrfs1
ENSMUSG00000027406	3406	3632	2507	2433	3674	2667	Idh3b
ENSMUSG00000038467	5216	3761	4682	3044	4791	4149	Chmp4b
ENSMUSG00000030659	465	563	556	1176	1695	684	Nucb2
ENSMUSG00000097619	15	13	8	13	13	2	4833422M21Rik
ENSMUSG00000040713	2888	2873	2261	1647	2369	1889	Creg1
ENSMUSG00000030654	3652	3119	2634	2698	4787	3432	Arl6ip1
ENSMUSG00000118332; ENSMUSG00000083012	1457	807	1104	449	854	845	Fam220a
ENSMUSG00000097615	1	0	0	0	0	0	Gm2061
ENSMUSG00000030657	170	137	164	76	146	144	Xylt1
ENSMUSG00000097613	2	2	3	6	3	2	Gm17597
ENSMUSG00000037683	3	3	5	0	4	0	Armc3
ENSMUSG00000030652	558	496	463	319	474	427	Coq7
ENSMUSG00000037681	2158	1601	1163	2298	3257	1331	Esyt3
ENSMUSG00000073542	182	209	158	145	212	170	Cep76
ENSMUSG00000029684	2120	1770	1529	1487	2551	1509	Wasl
ENSMUSG00000027403	754	1039	600	577	1050	418	Tgm6
ENSMUSG00000070388	1	2	1	0	5	3	Fbxo39
ENSMUSG00000058748	78	70	66	116	200	53	Zfp958
ENSMUSG00000036376	392	359	329	286	358	407	Abt1
ENSMUSG00000036371	11159	9536	8275	9780	13590	10727	Serbp1
ENSMUSG00000026571	1255	1209	976	732	1372	920	Dcaf6
ENSMUSG00000036372	839	525	772	453	659	653	Tmem258
ENSMUSG00000063672	3	0	3	1	0	0	Nkx6-3
ENSMUSG00000041138	0	0	0	0	0	1	Nme8
ENSMUSG00000024867	128	104	101	41	75	75	Pip5k1b
ENSMUSG00000022878	180	131	223	82	144	133	Adipoq
ENSMUSG00000014077	7765	5870	5621	5680	8075	5655	Chp1
ENSMUSG00000014074	684	809	468	677	1078	614	Rnf168
ENSMUSG00000041130	3000	2351	2182	2373	3566	2339	Zfp598
ENSMUSG00000041645	1926	1654	1681	1799	3520	2686	Ddx24
ENSMUSG00000112023	107	168	99	194	258	105	Gp49a
ENSMUSG00000041135	442	379	340	333	570	353	Ripk2
ENSMUSG00000041134	310	277	227	128	279	204	Cyyr1
ENSMUSG00000022875	0	2	1	0	1	1	Kng1
ENSMUSG00000076436	18	16	16	18	17	2	Oxct2a
ENSMUSG00000076434	121	77	82	28	53	55	Wfdc3
ENSMUSG00000076435	669	446	519	1801	2796	2000	Acsf2
ENSMUSG00000076432	3190	3211	2805	2908	4204	2995	Ywhaq
ENSMUSG00000076430	1	5	8	5	2	0	Hus1b
ENSMUSG00000076431	894	519	732	301	800	473	Sox4
ENSMUSG00000021624	72	56	72	34	70	60	Cd180
ENSMUSG00000027409	1	5	1	4	0	0	1700020A23Rik
ENSMUSG00000016921	6266	5639	4271	4610	6920	4255	Srsf6
ENSMUSG00000076438	0	0	1	1	0	0	Oxct2b
ENSMUSG00000020368	6074	6295	5692	6916	9867	7098	Canx
ENSMUSG00000006736	1022	712	832	629	876	806	Tspan31
ENSMUSG00000038797	101	70	72	29	74	43	Zscan2
ENSMUSG00000072722	1	3	0	1	2	0	Gm6588
ENSMUSG00000034614	814	513	632	355	551	495	Pik3ip1
ENSMUSG00000021240	623	504	461	400	643	423	Abcd4
ENSMUSG00000013076	7687	6487	6353	4925	9618	6628	Amotl1
ENSMUSG00000005102	332	380	270	307	475	265	Eif2ak4
ENSMUSG00000026577	783	850	737	1534	2197	943	Blzf1
ENSMUSG00000064360	17352	8716	14063	6523	9946	8521	mt-Nd3
ENSMUSG00000002944	2825	2898	2506	2432	3400	1494	Cd36
ENSMUSG00000027610	530	436	425	406	595	429	Gss
ENSMUSG00000027347	684	684	556	889	1189	631	Rasgrp1
ENSMUSG00000096696	27	29	37	43	86	20	Zfp960
ENSMUSG00000027613	4515	2938	3466	4240	5655	4894	Eif6
ENSMUSG00000027342	1991	2198	1543	1713	2231	1903	Pcna
ENSMUSG00000027615	322	410	253	370	528	227	Hps3
ENSMUSG00000027340	1433	1136	912	786	1210	959	Slc23a2
ENSMUSG00000043866	1264	798	1084	789	1171	1088	Taf10
ENSMUSG00000048349	36	26	24	20	22	23	Pou4f1
ENSMUSG00000112285	3	3	2	2	0	1	Scarna3b
ENSMUSG00000061882	90	103	67	89	135	38	Ccdc62
ENSMUSG00000043872	88	96	77	100	167	65	Zmym1
ENSMUSG00000052889	123	125	104	155	289	138	Prkcb
ENSMUSG00000027349	682	671	679	656	1035	859	Fam98b
ENSMUSG00000058600	10931	8346	9734	7996	10659	9017	Rpl30
ENSMUSG00000064921	1	4	2	1	2	0	Gm22229
ENSMUSG00000063200	845	855	680	820	1236	746	Nol7
ENSMUSG00000064927	4	2	1	9	0	2	Gm22043
ENSMUSG00000058607	0	1	1	0	0	0	Rpl31-ps20
ENSMUSG00000077759	1	0	0	0	0	0	Gm23528
ENSMUSG00000090346	0	0	0	0	0	1	Vmn1r5
ENSMUSG00000015461	2501	1858	2234	1378	2249	2163	Atf6b
ENSMUSG00000090693	6	4	6	1	10	3	Trim43a
ENSMUSG00000090691	1	0	1	2	0	0	Gm3667
ENSMUSG00000055401	811	574	735	438	628	717	Fbxo6
ENSMUSG00000055150	25	24	22	36	44	16	Zfp78
ENSMUSG00000055403	0	1	1	0	0	0	4933427D06Rik
ENSMUSG00000040564	1522	1012	1657	801	1266	1379	Apoc1
ENSMUSG00000055409	10	18	8	6	3	2	Nell1
ENSMUSG00000077392	0	0	1	0	0	2	Gm24337
ENSMUSG00000055159	1	0	1	1	1	1	4930583K01Rik
ENSMUSG00000077394	7	9	8	10	4	10	Gm24339
ENSMUSG00000039179	20	19	35	27	31	27	Tekt5
ENSMUSG00000061486	0	0	1	0	0	0	Gm5161
ENSMUSG00000037351	3226	2223	2416	1580	2632	2262	Actr1b
ENSMUSG00000030432	12227	9203	11730	8236	13612	11162	Rpl28
ENSMUSG00000030433	2163	1109	1549	301	542	948	Sbk2
ENSMUSG00000037426	792	800	718	773	1111	725	Depdc5
ENSMUSG00000030435	4906	3878	4008	3219	5150	4321	U2af2
ENSMUSG00000014778	543	451	352	239	406	323	Fhod1
ENSMUSG00000043895	717	410	645	269	475	510	S1pr2
ENSMUSG00000037428	2	0	0	5	15	1	Vgf
ENSMUSG00000061242	0	1	2	2	1	0	Gm9104
ENSMUSG00000040511	215	179	178	129	226	143	Pvr
ENSMUSG00000031731	1604	1452	1293	1582	2612	1584	Ap1g1
ENSMUSG00000051527	1	0	0	0	0	0	Usp29
ENSMUSG00000033182	76	56	73	36	65	35	Kbtbd12
ENSMUSG00000098028	0	0	1	0	0	0	Gm8824
ENSMUSG00000096964	2	1	2	1	4	3	Gm6345
ENSMUSG00000096965	106	58	72	254	289	90	3300005D01Rik
ENSMUSG00000096960	4	12	1	1	8	0	A230028O05Rik
ENSMUSG00000004328	38	83	26	20	29	15	Hif3a
ENSMUSG00000048756	4473	3514	3173	2600	4576	2850	Foxo3
ENSMUSG00000027963	284	306	219	222	266	211	Extl2
ENSMUSG00000027961	172	210	125	122	204	90	Lrrc39
ENSMUSG00000027966	769	1140	1105	454	805	729	Col11a1
ENSMUSG00000027967	1	0	0	0	1	0	Neurog2
ENSMUSG00000027965	1	1	0	0	0	0	Olfm3
ENSMUSG00000119476	0	0	1	0	0	0	Rnu1a1
ENSMUSG00000027968	246	304	335	462	730	369	Larp7
ENSMUSG00000051124	62	76	46	78	120	80	Gimap9
ENSMUSG00000048758	11456	8799	10232	8116	10829	10827	Rpl29
ENSMUSG00000031217	3752	2125	2985	1756	3543	2951	Efnb1
ENSMUSG00000031216	608	579	438	223	411	386	Stard8
ENSMUSG00000031214	836	735	758	617	903	562	Ophn1
ENSMUSG00000031212	1	0	0	0	1	0	Pgr15l
ENSMUSG00000031210	14	22	3	11	4	5	Gpr165
ENSMUSG00000031749	1425	1101	1214	627	1280	1137	St3gal2
ENSMUSG00000031748	171	168	143	58	109	106	Gnao1
ENSMUSG00000034755	7	10	5	8	6	4	Pcdh11x
ENSMUSG00000006782	792	581	662	260	442	610	Cnp
ENSMUSG00000023041	11186	2636	1518	17355	15706	5150	Krt6b
ENSMUSG00000026560	90	2	0	0	1	1	Fmo9
ENSMUSG00000026563	735	665	518	507	698	568	Tada1
ENSMUSG00000026565	724	623	528	678	1029	481	Pou2f1
ENSMUSG00000026564	364	231	231	65	174	183	Dusp27
ENSMUSG00000023047	29	14	31	21	22	22	Amhr2
ENSMUSG00000026566	685	557	685	388	566	527	Mpzl1
ENSMUSG00000023048	2522	1302	1874	1214	1969	1674	Prr13
ENSMUSG00000035620	341	354	271	279	533	311	Ric8b
ENSMUSG00000009555	1907	1448	1441	1142	1797	1395	Cdk9
ENSMUSG00000040770	2	1	3	2	3	1	Il25
ENSMUSG00000040771	518	419	360	361	522	343	Oard1
ENSMUSG00000062908	2507	2793	2386	3100	4517	2585	Acadm
ENSMUSG00000040774	1113	979	690	1152	1643	858	Cept1
ENSMUSG00000040775	3	2	1	2	4	1	Gm9772
ENSMUSG00000031538	618	505	564	356	493	602	Plat
ENSMUSG00000073497	0	0	0	0	4	0	AA792892
ENSMUSG00000041329	377	214	278	82	155	209	Atp1b2
ENSMUSG00000064918	14	21	7	15	22	8	Gm22571
ENSMUSG00000027323	250	305	218	259	380	342	Rad51
ENSMUSG00000073678	697	805	603	864	1286	450	Pgap1
ENSMUSG00000060073	3800	3023	3107	2878	4029	3072	Psma3
ENSMUSG00000073676	1673	1220	1368	1522	2333	1853	Hspe1
ENSMUSG00000089139	1	0	2	1	2	1	Mir1964
ENSMUSG00000029618	17	10	10	4	9	6	Ocm
ENSMUSG00000030217	361	344	268	363	477	316	Art4
ENSMUSG00000022641	568	567	552	597	926	441	Bbx
ENSMUSG00000009630	1954	1408	1541	1045	1702	1502	Ppp2cb
ENSMUSG00000029613	1162	991	777	891	1249	982	Eif2ak1
ENSMUSG00000029610	406	352	343	320	465	418	Aimp2
ENSMUSG00000029616	2474	1750	2006	1570	2392	1882	Erp29
ENSMUSG00000029617	798	877	633	890	1360	777	Ccz1
ENSMUSG00000029614	11794	12924	10206	13921	18306	13641	Rpl6
ENSMUSG00000080645	1	3	5	0	3	0	Mir1198
ENSMUSG00000057378	17	17	11	144	183	82	Ryr3
ENSMUSG00000076163	3	0	1	1	0	0	Mir701
ENSMUSG00000068959	41	65	48	77	94	35	Zfp619
ENSMUSG00000095821	0	0	0	0	4	0	Tcstv3
ENSMUSG00000057370	1	0	1	0	0	0	Gm8724
ENSMUSG00000036721	76	104	75	110	182	86	Zscan12
ENSMUSG00000057375	698	628	666	519	678	625	Yipf1
ENSMUSG00000012126	29	48	28	29	36	29	Ubxn11
ENSMUSG00000039518	46938	27201	28487	40577	58638	27817	Cdsn
ENSMUSG00000082671	0	1	2	1	2	0	Gm14006
ENSMUSG00000021067	1437	1149	1035	719	1339	1021	Sav1
ENSMUSG00000062905	0	0	0	1	0	0	Vmn1r32
ENSMUSG00000025269	295	223	277	236	271	249	Apex2
ENSMUSG00000025268	701	681	668	343	587	656	Maged2
ENSMUSG00000025911	194	121	136	69	115	90	Adhfe1
ENSMUSG00000025266	1266	1281	994	1179	1655	1192	Gnl3l
ENSMUSG00000025265	369	252	301	141	256	241	Fgd1
ENSMUSG00000025264	435	331	357	281	435	375	Tsr2
ENSMUSG00000025915	962	1193	848	1144	1722	717	Sgk3
ENSMUSG00000025262	364	360	274	234	416	281	Fam120c
ENSMUSG00000025917	1039	1540	1102	1705	2539	1169	Cops5
ENSMUSG00000025260	1053	879	1003	592	992	912	Hsd17b10
ENSMUSG00000094447	2	3	2	1	0	1	9430069I07Rik
ENSMUSG00000070529	2	2	2	0	2	1	Wfdc10
ENSMUSG00000094441	52	60	69	118	225	61	Zfp955a
ENSMUSG00000015354	1327	1516	1234	572	820	1188	Pcolce2
ENSMUSG00000061524	3	0	0	0	0	0	Zic2
ENSMUSG00000061525	0	0	0	0	1	1	4921509C19Rik
ENSMUSG00000090121	1185	1407	953	1510	1648	698	Abhd12b
ENSMUSG00000011831	714	760	640	948	1331	494	Evi5
ENSMUSG00000074771	6	2	3	5	5	3	Ankef1
ENSMUSG00000065328	0	0	1	0	0	0	Gm22053
ENSMUSG00000065329	0	0	1	0	1	0	Gm22054
ENSMUSG00000011837	591	379	508	335	467	449	Snapc2
ENSMUSG00000030839	217	182	215	188	220	211	Sergef
ENSMUSG00000060131	21	47	35	45	61	25	Atp8b4
ENSMUSG00000062157	569	440	432	413	654	379	Ifnlr1
ENSMUSG00000009185	555	352	351	285	530	385	Ccl8
ENSMUSG00000082607	1	0	0	5	3	2	Gm12045
ENSMUSG00000005681	4	3	4	2	1	3	Apoa2
ENSMUSG00000079110	252	296	262	162	245	210	Capn3
ENSMUSG00000047205	1414	1207	963	846	1024	780	Dusp18
ENSMUSG00000089336	0	0	3	0	0	0	Gm24347
ENSMUSG00000040483	99	123	72	316	1114	560	Xaf1
ENSMUSG00000063659	1409	1146	857	802	1347	869	Zbtb18
ENSMUSG00000084218	8	11	17	14	3	8	Gm8145
ENSMUSG00000050002	283	221	267	175	318	270	Idnk
ENSMUSG00000045934	692	518	517	478	663	514	Mtmr11
ENSMUSG00000097979	7	5	5	4	6	5	Gm4691
ENSMUSG00000045930	255	245	223	138	244	217	Clec14a
ENSMUSG00000042613	4628	2774	2952	1146	2236	2200	Pbxip1
ENSMUSG00000045932	87	164	78	163	325	141	Ifit2
ENSMUSG00000097973	1	0	1	1	2	0	Gm4929
ENSMUSG00000067780	391	311	284	415	501	189	Pi15
ENSMUSG00000054079	470	598	360	581	899	519	Utp18
ENSMUSG00000067786	152	111	87	76	76	46	Nnat
ENSMUSG00000067787	1171	822	891	580	919	788	Blcap
ENSMUSG00000036975	305	210	220	154	246	209	Tmem177
ENSMUSG00000070527	35	23	19	12	28	10	Mkrn3
ENSMUSG00000002076	26	13	27	11	14	12	Hsf2bp
ENSMUSG00000062116	185	227	162	300	429	208	Zfp954
ENSMUSG00000053279	374	531	274	302	568	297	Aldh1a1
ENSMUSG00000081156	4	4	7	3	1	1	Gm14425
ENSMUSG00000049939	278	155	197	129	215	240	Lrrc4
ENSMUSG00000046006	42	30	28	15	12	19	Gapt
ENSMUSG00000046000	0	1	1	0	0	0	Naa11
ENSMUSG00000088575	1	0	0	2	0	0	Gm24537
ENSMUSG00000093877	0	1	0	0	0	0	Olfr1348
ENSMUSG00000046008	2	0	0	0	0	0	Pnlip
ENSMUSG00000098470	0	0	1	0	0	0	C1rb
ENSMUSG00000044141	0	1	0	0	0	0	E130201H02Rik
ENSMUSG00000026166	29	11	21	132	330	557	Ccl20
ENSMUSG00000068327	0	0	0	0	1	0	Tlx2
ENSMUSG00000004500	379	337	310	213	372	322	Zfp324
ENSMUSG00000068323	3	3	6	2	1	2	Slc4a5
ENSMUSG00000026227	6	5	5	0	5	3	2810459M11Rik
ENSMUSG00000053460	685	521	514	312	537	432	Ggcx
ENSMUSG00000068329	345	275	299	176	280	256	Htra2
ENSMUSG00000068328	1670	1136	1281	820	1231	1136	Aup1
ENSMUSG00000053368	1	0	0	1	0	0	Rxfp2
ENSMUSG00000048284	1	2	0	2	2	2	Tas2r126
ENSMUSG00000035112	1041	589	472	188	457	269	Wnk4
ENSMUSG00000042155	294	389	251	270	450	232	Klhl23
ENSMUSG00000028621	295	249	214	219	273	209	Cyb5rl
ENSMUSG00000035443	48	55	32	26	48	35	Thyn1
ENSMUSG00000020738	1908	1551	1699	1255	1921	1560	Sumo2
ENSMUSG00000020739	847	1084	775	870	1329	1087	Nup85
ENSMUSG00000020736	798	630	640	550	718	648	Nt5c
ENSMUSG00000020734	25	10	14	4	10	8	Grin2c
ENSMUSG00000020732	123	67	70	47	75	59	Rab37
ENSMUSG00000020733	3563	2369	2541	2316	3570	2427	Slc9a3r1
ENSMUSG00000035448	15	18	2	4	11	5	Ccr3
ENSMUSG00000064329	1	0	2	45	38	19	Scn1a
ENSMUSG00000033849	90	77	129	84	133	63	B3galt2
ENSMUSG00000021572	68	77	68	100	145	73	Cep72
ENSMUSG00000028259	3	6	11	8	7	2	Fhl5
ENSMUSG00000008763	2137	2216	1531	2137	3126	1531	Man1a2
ENSMUSG00000064492	1	0	1	0	0	0	Gm22060
ENSMUSG00000014243	155	112	125	59	100	75	Zswim7
ENSMUSG00000028256	198	208	156	234	376	126	Odf2l
ENSMUSG00000064325	158	207	110	60	145	86	Hhip
ENSMUSG00000033845	907	746	648	595	877	775	Mrpl15
ENSMUSG00000063447	4	8	6	6	0	4	Ube2d2b
ENSMUSG00000064326	497	400	489	288	421	431	Siva1
ENSMUSG00000076946	0	0	0	1	0	0	Mir582
ENSMUSG00000002032	161	89	143	32	69	91	Tmem25
ENSMUSG00000076940	0	0	1	0	0	0	Iglv2
ENSMUSG00000078886	14	13	15	19	27	5	Gm2026
ENSMUSG00000097360	5	2	3	5	7	2	9430065F17Rik
ENSMUSG00000044518	0	1	2	1	1	0	Foxe3
ENSMUSG00000052273	34	55	34	61	75	34	Dnah3
ENSMUSG00000052270	1	1	2	6	4	1	Fpr2
ENSMUSG00000066438	10	10	2	5	9	3	Plekhd1
ENSMUSG00000052276	22	16	9	4	10	6	Ostn
ENSMUSG00000079017	337	212	328	1267	3886	3242	Ifi27l2a
ENSMUSG00000044515	0	5	1	1	2	1	Gm8385
ENSMUSG00000095315	11	8	6	10	23	5	Gm10130
ENSMUSG00000004929	4355	3071	2961	3819	5289	3331	Thop1
ENSMUSG00000092471	6	14	4	4	2	2	Cyp21a2-ps
ENSMUSG00000058420	33	22	38	7	25	22	Syt17
ENSMUSG00000002105	753	519	603	376	530	431	Slc39a13
ENSMUSG00000010406	909	606	826	561	832	757	Mrpl52
ENSMUSG00000019932	63	123	116	145	162	83	Kera
ENSMUSG00000066406	3950	3712	3965	3785	5267	3045	Akap13
ENSMUSG00000078668	4224	2337	4465	212	2181	2342	Gm11595
ENSMUSG00000019936	3	1	0	2	1	2	Epyc
ENSMUSG00000031294	0	0	2	0	0	2	D630029K05Rik
ENSMUSG00000037801	4	3	7	4	4	1	Iqch
ENSMUSG00000020349	6246	5125	4674	4935	6843	4955	Ppp2ca
ENSMUSG00000027428	321	349	267	300	485	292	Rbbp9
ENSMUSG00000064145	1687	1560	1222	1531	2247	1468	Arih2
ENSMUSG00000020346	2022	1374	1696	941	1639	1501	Mgat1
ENSMUSG00000070465	80	63	67	63	114	35	Gm9696
ENSMUSG00000027424	191	182	133	86	216	169	Mgme1
ENSMUSG00000027423	1713	1972	1391	2008	3239	1517	Snx5
ENSMUSG00000064140	0	0	0	0	2	0	Trim38
ENSMUSG00000045205	731	671	519	809	1373	432	Dpy19l4
ENSMUSG00000020340	928	674	664	492	736	502	Cyfip2
ENSMUSG00000053490	1	0	0	8	3	1	Trim60
ENSMUSG00000002699	141	95	105	98	152	174	Lcp2
ENSMUSG00000009566	558	539	488	309	443	442	Fpgs
ENSMUSG00000022175	6207	3703	4308	3309	5892	4008	Lrp10
ENSMUSG00000097350	47	44	48	30	61	51	4732491K20Rik
ENSMUSG00000028041	2401	1744	1798	1606	2230	1794	Adam15
ENSMUSG00000072494	246	159	152	101	160	120	Ppp1r3e
ENSMUSG00000032463	220	175	165	151	241	178	Faim
ENSMUSG00000032462	1614	1455	1203	1842	2761	1343	Pik3cb
ENSMUSG00000054404	299	358	250	263	574	295	Slfn5
ENSMUSG00000026288	408	379	346	829	1431	797	Inpp5d
ENSMUSG00000032469	510	419	340	341	494	393	Dbr1
ENSMUSG00000113255	4	7	5	4	6	3	Tes3-ps
ENSMUSG00000047067	329	169	277	99	171	178	Dusp28
ENSMUSG00000061315	12195	9527	8647	8902	13414	8486	Naca
ENSMUSG00000032475	631	599	494	668	1156	472	Nck1
ENSMUSG00000073758	565	566	482	289	550	347	Sh3d21
ENSMUSG00000069255	1977	1661	1477	1732	2540	1570	Dusp22
ENSMUSG00000054723	448	310	398	181	290	275	Vmac
ENSMUSG00000001520	147	116	102	66	70	60	Nrip2
ENSMUSG00000001521	1283	856	914	503	907	675	Tulp3
ENSMUSG00000078485	3802	3614	2397	4140	5504	2150	Plekhn1
ENSMUSG00000054727	0	0	2	1	1	0	1700013H16Rik
ENSMUSG00000001524	440	290	437	299	381	455	Gtf2h4
ENSMUSG00000054057	155	93	141	81	127	118	A930004D18Rik
ENSMUSG00000077250	0	1	0	0	1	0	Gm26075
ENSMUSG00000061488	1	0	1	0	0	1	Rpl27a-ps1
ENSMUSG00000049511	15	8	4	5	8	4	Htr1b
ENSMUSG00000087591	0	1	0	0	0	0	Gm14635
ENSMUSG00000087593	10	9	15	12	13	10	Gm16174
ENSMUSG00000084739	2	4	2	1	0	0	Gm22067
ENSMUSG00000043986	0	1	0	0	0	0	Spata31d1d
ENSMUSG00000043987	975	903	722	692	1147	776	Cep164
ENSMUSG00000043982	858	849	1072	147	614	365	Krtap19-4
ENSMUSG00000096753	5	3	2	5	3	0	Fam181a
ENSMUSG00000036743	2	1	4	2	3	2	Psma8
ENSMUSG00000033510	79	81	68	94	161	112	Otud7a
ENSMUSG00000036748	1069	758	925	398	661	694	Cuedc2
ENSMUSG00000105220	1	0	0	0	0	1	Mir497
ENSMUSG00000024084	593	548	362	298	449	338	Qpct
ENSMUSG00000024085	2533	2042	1993	1675	2813	1690	Man2a1
ENSMUSG00000074818	167	154	132	81	118	80	Pdzd7
ENSMUSG00000024087	1192	869	1013	559	1059	689	Cyp1b1
ENSMUSG00000024081	482	574	578	926	1588	798	Cebpz
ENSMUSG00000024082	329	398	329	334	492	320	Ndufaf7
ENSMUSG00000024083	1297	1419	1459	1627	2632	1324	Pja2
ENSMUSG00000024732	584	420	388	317	609	603	Ccdc86
ENSMUSG00000024730	17	22	14	12	18	13	Ms4a8a
ENSMUSG00000074811	289	177	201	166	242	242	Hps6
ENSMUSG00000024736	1287	858	1055	831	1331	1021	Tmem132a
ENSMUSG00000074817	6	10	9	5	2	4	Papolb
ENSMUSG00000024734	1	1	1	1	1	0	Zp1
ENSMUSG00000024735	4650	3254	3774	2751	3887	4003	Prpf19
ENSMUSG00000037169	474	282	399	123	311	219	Mycn
ENSMUSG00000015599	17	11	10	5	9	9	Ttbk1
ENSMUSG00000037167	1	0	0	0	1	0	Spaca5
ENSMUSG00000015597	593	651	558	519	900	501	Zfp318
ENSMUSG00000084866	18	16	4	5	14	4	A930006K02Rik
ENSMUSG00000037805	11711	10687	9309	10955	15978	11814	Rpl10a
ENSMUSG00000084861	0	0	0	1	0	0	1700095J07Rik
ENSMUSG00000037161	8	12	8	10	12	8	Mgarp
ENSMUSG00000062421	588	644	454	389	697	501	Arf2
ENSMUSG00000040441	101	25	36	20	24	33	Slc26a10
ENSMUSG00000067144	4	6	7	1	5	4	Slc22a7
ENSMUSG00000067147	0	0	1	0	0	0	Rpl7a-ps11
ENSMUSG00000067148	590	672	542	609	900	745	Polr1c
ENSMUSG00000019795	1553	1415	1220	1121	1678	1177	Pcmt1
ENSMUSG00000019796	69	46	57	27	28	50	Lrp11
ENSMUSG00000042379	19	24	26	8	44	26	Esm1
ENSMUSG00000040183	165	212	126	156	297	127	Ankrd6
ENSMUSG00000019791	343	237	269	156	254	210	Hint3
ENSMUSG00000040181	739	1330	498	586	791	521	Fmo1
ENSMUSG00000021557	561	566	489	493	849	393	Agtpbp1
ENSMUSG00000027288	4774	4364	4180	3583	6878	3452	Zfp106
ENSMUSG00000045417	0	0	0	1	0	0	Vmn1r230
ENSMUSG00000039108	1254	885	1010	685	1115	958	Lsm14b
ENSMUSG00000038122	144	129	144	236	314	105	Tbc1d32
ENSMUSG00000027281	139	128	143	221	332	122	Slx4ip
ENSMUSG00000027287	728	799	633	759	1170	578	Snap23
ENSMUSG00000027286	360	348	310	284	445	302	Lrrc57
ENSMUSG00000027285	365	496	288	425	643	359	Haus2
ENSMUSG00000027284	387	400	346	247	433	302	Cdan1
ENSMUSG00000066894	709	562	560	427	674	459	Vsig10
ENSMUSG00000066896	2	1	0	1	2	0	Olfr18
ENSMUSG00000024889	786	606	765	547	782	705	Rce1
ENSMUSG00000024558	11	15	11	2	3	7	Mapk4
ENSMUSG00000066892	284	264	259	379	582	361	Fbxl12
ENSMUSG00000024556	287	363	267	332	466	388	Me2
ENSMUSG00000050600	14	14	13	11	17	21	Zfp831
ENSMUSG00000055235	40	35	31	19	28	34	Wdr86
ENSMUSG00000024887	695	720	689	603	968	478	Asah2
ENSMUSG00000024552	3	3	5	928	1685	1170	Slc14a2
ENSMUSG00000024553	0	0	0	1	0	0	Galr1
ENSMUSG00000000127	373	454	515	722	1077	397	Fer
ENSMUSG00000000126	372	236	264	116	198	190	Wnt9a
ENSMUSG00000009563	688	593	606	458	669	521	Tor2a
ENSMUSG00000026778	763	799	658	1842	2789	1151	Prkcq
ENSMUSG00000026779	115	137	142	256	431	155	Mastl
ENSMUSG00000060491	0	1	0	0	0	0	4930522H14Rik
ENSMUSG00000026775	1442	1578	1353	2581	3918	1136	Yme1l1
ENSMUSG00000042371	42	37	38	48	60	32	Slc5a10
ENSMUSG00000026770	55	57	30	52	97	68	Il2ra
ENSMUSG00000026771	480	426	392	513	662	275	Spopl
ENSMUSG00000022861	13	6	7	7	12	10	Dgkg
ENSMUSG00000026484	698	782	583	575	892	485	Rnf2
